"","term","kana","pos","value"
"24525","るまた","るまた","名詞",-0.299804
"24526","仏式","ぶっしき","名詞",-0.299811
"24527","禁廷","きんてい","名詞",-0.299816
"24528","羊羹色","ようかんいろ","名詞",-0.299843
"24529","検出","けんしゅつ","名詞",-0.299843
"24530","山家","やまが","名詞",-0.299871
"24531","オープン","オープンセット","名詞",-0.299893
"24532","パーカッション","パーカッション","名詞",-0.299896
"24533","神代","かみよ","名詞",-0.299897
"24534","ガソリン","ガソリンカー","名詞",-0.299921
"24535","異土","いど","名詞",-0.299943
"24536","放屁","ほうひ","名詞",-0.299965
"24537","条文","じょうぶん","名詞",-0.299968
"24538","闇相場","やみそうば","名詞",-0.299992
"24539","公用","こうよう","名詞",-0.299997
"24540","食パン","しょくパン","名詞",-0.300002
"24541","割算","わりざん","名詞",-0.300009
"24542","尚書","しょうしょ","名詞",-0.300037
"24543","奮戦","ふんせん","名詞",-0.300041
"24544","サーキット","サーキット","名詞",-0.300097
"24545","傍白","ぼうはく","名詞",-0.30011
"24546","盟友","めいゆう","名詞",-0.300124
"24547","寺子屋","てらこや","名詞",-0.300149
"24548","抜錨","ばつびょう","名詞",-0.300155
"24549","配色","はいしょく","名詞",-0.300159
"24550","偏衫","へんさん","名詞",-0.300167
"24551","インターナショナル","インターナショナル","名詞",-0.300184
"24552","アルマイト","アルマイト","名詞",-0.300184
"24553","親文字","おやもじ","名詞",-0.300207
"24554","グライダー","グライダー","名詞",-0.300208
"24555","人参","にんじん","名詞",-0.300239
"24556","棄却","ききゃく","名詞",-0.300245
"24557","泥む","なずむ","動詞",-0.300261
"24558","パイロット","パイロット","名詞",-0.300262
"24559","人外","じんがい","名詞",-0.300278
"24560","潜り","もぐり","名詞",-0.300287
"24561","天道","てんどう","名詞",-0.300297
"24562","確率","かくりつ","名詞",-0.300313
"24563","キャンプ","キャンプ","名詞",-0.300325
"24564","走らす","はしらす","動詞",-0.300332
"24565","石火矢","いしびや","名詞",-0.300355
"24566","所得","しょとく","名詞",-0.300364
"24567","武陵桃源","ぶりょうとうげん","名詞",-0.30037
"24568","焼","やき","名詞",-0.300372
"24569","涙する","なみだする","動詞",-0.300376
"24570","仕業","しぎょう","名詞",-0.300376
"24571","八丈","はちじょう","名詞",-0.30039
"24572","千歳","ちとせ","名詞",-0.300414
"24573","緑土","りょくど","名詞",-0.300453
"24574","本店","ほんてん","名詞",-0.300465
"24575","柳樽","やなぎだる","名詞",-0.300478
"24576","一文字","ひともじ","名詞",-0.300484
"24577","買上","かいあげ","名詞",-0.300497
"24578","鉄泉","てっせん","名詞",-0.300525
"24579","累積","るいせき","名詞",-0.300528
"24580","年鑑","ねんかん","名詞",-0.300549
"24581","主翼","しゅよく","名詞",-0.300556
"24582","宿便","しゅくべん","名詞",-0.300572
"24583","摩天楼","まてんろう","名詞",-0.300588
"24584","変ずる","へんずる","動詞",-0.300599
"24585","洗面","せんめん","名詞",-0.300609
"24586","覆審","ふくしん","名詞",-0.300622
"24587","感恩","かんおん","名詞",-0.300625
"24588","流線型","りゅうせんけい","名詞",-0.300631
"24589","彼岸","ひがん","名詞",-0.300639
"24590","引退","いんたい","名詞",-0.300656
"24591","牧場","まきば","名詞",-0.300664
"24592","承認","しょうにん","名詞",-0.30067
"24593","ネクタイ","ネクタイ","名詞",-0.300688
"24594","決勝線","けっしょうせん","名詞",-0.30069
"24595","バイパス","バイパス","名詞",-0.300693
"24596","帰臥","きが","名詞",-0.300693
"24597","分際","ぶんざい","名詞",-0.300701
"24598","鶴嘴","つるはし","名詞",-0.300703
"24599","放り出す","ほうりだす","動詞",-0.300711
"24600","座頭","ざがしら","名詞",-0.300712
"24601","横縞","よこじま","名詞",-0.300717
"24602","区区","くく","名詞",-0.30073
"24603","弟","おとうと","名詞",-0.30073
"24604","赤砂糖","あかざとう","名詞",-0.300743
"24605","寝入り端","ねいりばな","名詞",-0.300762
"24606","腹式呼吸","ふくしきこきゅう","名詞",-0.300785
"24607","生年","しょうねん","名詞",-0.300791
"24608","古生代","こせいだい","名詞",-0.3008
"24609","参与","さんよ","名詞",-0.300802
"24610","桃の節句","もものせっく","名詞",-0.300821
"24611","場違い","ばちがい","名詞",-0.300828
"24612","大字","だいじ","名詞",-0.30083
"24613","ビデオ","ビデオテープ","名詞",-0.300832
"24614","サブ","サブ","名詞",-0.300839
"24615","番う","つがう","動詞",-0.300841
"24616","宿主","やどぬし","名詞",-0.300853
"24617","価額","かがく","名詞",-0.300854
"24618","渋紙","しぶがみ","名詞",-0.300878
"24619","リサイクル","リサイクル","名詞",-0.300916
"24620","相姦","そうかん","名詞",-0.300919
"24621","肉界","にくかい","名詞",-0.300924
"24622","積雲","せきうん","名詞",-0.300926
"24623","蔵出し","くらだし","名詞",-0.300935
"24624","長脇差","ながわきざし","名詞",-0.300941
"24625","一身","いっしん","名詞",-0.300956
"24626","狂言回し","きょうげんまわし","名詞",-0.300962
"24627","十二指腸虫","じゅうにしちょうちゅう","名詞",-0.300973
"24628","カッター","カッターシャツ","名詞",-0.301002
"24629","ハミング","ハミング","名詞",-0.301022
"24630","反っ歯","そっぱ","名詞",-0.30106
"24631","就任","しゅうにん","名詞",-0.3011
"24632","棟割長屋","むねわりながや","名詞",-0.301121
"24633","飛立つ","とびたつ","動詞",-0.301131
"24634","仕舞い忘れる","しまいわすれる","動詞",-0.301139
"24635","三曲","さんきょく","名詞",-0.301152
"24636","教典","きょうてん","名詞",-0.301152
"24637","カスタネット","カスタネット","名詞",-0.301152
"24638","飲屋","のみや","名詞",-0.301161
"24639","余炎","よえん","名詞",-0.301201
"24640","抵触","ていしょく","名詞",-0.301202
"24641","段通","だんつう","名詞",-0.301206
"24642","生育","せいいく","名詞",-0.301222
"24643","会報","かいほう","名詞",-0.301274
"24644","千切り","せんぎり","名詞",-0.301292
"24645","這松","はいまつ","名詞",-0.301298
"24646","骨盤","こつばん","名詞",-0.301308
"24647","買入れる","かいいれる","動詞",-0.301319
"24648","尖兵","せんぺい","名詞",-0.30132
"24649","世帯","せたい","名詞",-0.301324
"24650","召寄せる","めしよせる","動詞",-0.301325
"24651","歳計","さいけい","名詞",-0.301347
"24652","リゾール","リゾール","名詞",-0.30135
"24653","チョンガー","チョンガー","名詞",-0.301356
"24654","花文字","はなもじ","名詞",-0.301388
"24655","上書き","うわがき","名詞",-0.301423
"24656","主軸","しゅじく","名詞",-0.301471
"24657","会見","かいけん","名詞",-0.301489
"24658","胆汁","たんじゅう","名詞",-0.301522
"24659","山桜","やまざくら","名詞",-0.301529
"24660","骨壺","こつつぼ","名詞",-0.30153
"24661","内裏雛","だいりびな","名詞",-0.301553
"24662","省線","しょうせん","名詞",-0.301555
"24663","弁済","べんさい","名詞",-0.301572
"24664","力付ける","ちからづける","動詞",-0.301573
"24665","目板","めいた","名詞",-0.30158
"24666","熱中","ねっちゅう","名詞",-0.301599
"24667","比較","ひかく","名詞",-0.301607
"24668","レジスター","レジスター","名詞",-0.301608
"24669","照る照る坊主","てるてるぼうず","名詞",-0.301618
"24670","謙虚","けんきょ","名詞",-0.301626
"24671","インデックス","インデックス","名詞",-0.301647
"24672","装う","よそおう","動詞",-0.301682
"24673","甘鯛","あまだい","名詞",-0.301686
"24674","下回る","したまわる","動詞",-0.301698
"24675","天日","てんぴ","名詞",-0.301698
"24676","テーブル","テーブル","名詞",-0.301699
"24677","寝ずの番","ねずのばん","名詞",-0.301704
"24678","公称","こうしょう","名詞",-0.301721
"24679","沖","おき","名詞",-0.301723
"24680","素粒子","そりゅうし","名詞",-0.30173
"24681","漏斗","じょうご","名詞",-0.301742
"24682","ピッチング","ピッチング","名詞",-0.301743
"24683","四捨五入","ししゃごにゅう","名詞",-0.30175
"24684","町年寄","まちどしより","名詞",-0.301752
"24685","合札","あいふだ","名詞",-0.301762
"24686","衛士","えじ","名詞",-0.301805
"24687","陽光","ようこう","名詞",-0.301808
"24688","パッキング","パッキング","名詞",-0.301811
"24689","再生産","さいせいさん","名詞",-0.301816
"24690","労銀","ろうぎん","名詞",-0.30185
"24691","風物詩","ふうぶつし","名詞",-0.301874
"24692","母方","ははかた","名詞",-0.301894
"24693","掛替え","かけがえ","名詞",-0.301898
"24694","レンジ","レンジ","名詞",-0.301926
"24695","初経","しょけい","名詞",-0.301932
"24696","本質","ほんしつ","名詞",-0.301943
"24697","麦踏み","むぎふみ","名詞",-0.301982
"24698","痛点","つうてん","名詞",-0.302003
"24699","十進法","じっしんほう","名詞",-0.302006
"24700","雑考","ざっこう","名詞",-0.30202
"24701","連珠","れんじゅ","名詞",-0.302061
"24702","三度飛脚","さんどびきゃく","名詞",-0.302062
"24703","転た","うたた","副詞",-0.302063
"24704","斥候","せっこう","名詞",-0.302066
"24705","高粱","コーリャン","名詞",-0.302072
"24706","ブーケ","ブーケ","名詞",-0.302092
"24707","領空","りょうくう","名詞",-0.302094
"24708","彩管","さいかん","名詞",-0.302101
"24709","渉猟","しょうりょう","名詞",-0.302103
"24710","垂木","たるき","名詞",-0.302108
"24711","金管","きんかん","名詞",-0.30211
"24712","一杯機嫌","いっぱいきげん","名詞",-0.302119
"24713","呼立てる","よびたてる","動詞",-0.302151
"24714","秘方","ひほう","名詞",-0.302175
"24715","複数","ふくすう","名詞",-0.302179
"24716","都鳥","みやこどり","名詞",-0.302186
"24717","ＳＯＳ","エスオーエス","名詞",-0.302188
"24718","城下町","じょうかまち","名詞",-0.302211
"24719","ナンバリング","ナンバリング","名詞",-0.302213
"24720","張店","はりみせ","名詞",-0.302254
"24721","請戻し","うけもどし","名詞",-0.302271
"24722","一覧表","いちらんひょう","名詞",-0.302272
"24723","三献","さんこん","名詞",-0.302294
"24724","吶喊","とっかん","名詞",-0.302312
"24725","二次","にじ","名詞",-0.302326
"24726","長子","ちょうし","名詞",-0.302408
"24727","変格活用","へんかくかつよう","名詞",-0.302415
"24728","式典","しきてん","名詞",-0.302418
"24729","長雨","ながあめ","名詞",-0.302435
"24730","腹切","はらきり","名詞",-0.302437
"24731","聞入る","ききいる","動詞",-0.302448
"24732","取返す","とりかえす","動詞",-0.302468
"24733","置物","おきもの","名詞",-0.302471
"24734","タキシード","タキシード","名詞",-0.302481
"24735","並幅","なみはば","名詞",-0.302491
"24736","乳業","にゅうぎょう","名詞",-0.302493
"24737","ベルモット","ベルモット","名詞",-0.302502
"24738","パノラマ","パノラマ","名詞",-0.302505
"24739","泉下","せんか","名詞",-0.302511
"24740","沈静","ちんせい","名詞",-0.302513
"24741","間取り","まどり","名詞",-0.302517
"24742","訳す","やくす","動詞",-0.30253
"24743","約数","やくすう","名詞",-0.302533
"24744","引目鉤鼻","ひきめかぎはな","名詞",-0.302546
"24745","薄笑い","うすわらい","名詞",-0.30256
"24746","連隊","れんたい","名詞",-0.302561
"24747","売","ばい","名詞",-0.302564
"24748","取巻き","とりまき","名詞",-0.302578
"24749","即する","そくする","動詞",-0.30258
"24750","口跡","こうせき","名詞",-0.302583
"24751","ありあり","ありあり","副詞",-0.302591
"24752","瞬発力","しゅんぱつりょく","名詞",-0.302593
"24753","上がり湯","あがりゆ","名詞",-0.302595
"24754","所掌","しょしょう","名詞",-0.302605
"24755","私腹","しふく","名詞",-0.302622
"24756","仲人","なこうど","名詞",-0.302627
"24757","殺ぎ竹","そぎだけ","名詞",-0.30263
"24758","水防","すいぼう","名詞",-0.302637
"24759","ちゃんばら","ちゃんばら","名詞",-0.302642
"24760","ストッキング","ストッキング","名詞",-0.302642
"24761","タラップ","タラップ","名詞",-0.302643
"24762","効力","こうりょく","名詞",-0.302645
"24763","ブッシェル","ブッシェル","名詞",-0.302646
"24764","普遍","ふへん","名詞",-0.302677
"24765","ワルツ","ワルツ","名詞",-0.302685
"24766","スライディング","スライディングシステム","名詞",-0.30269
"24767","制限","せいげん","名詞",-0.302702
"24768","観察","かんさつ","名詞",-0.302704
"24769","核果","かっか","名詞",-0.302714
"24770","雁書","がんしょ","名詞",-0.302719
"24771","不定","ふじょう","名詞",-0.302719
"24772","飲み手","のみて","名詞",-0.302725
"24773","措定","そてい","名詞",-0.302726
"24774","蒸籠","せいろ","名詞",-0.302733
"24775","野太刀","のだち","名詞",-0.302742
"24776","磐","ばん","名詞",-0.302744
"24777","水禍","すいか","名詞",-0.302754
"24778","紀元","きげん","名詞",-0.302757
"24779","堆朱","ついしゅ","名詞",-0.302772
"24780","アルコール中毒","アルコールちゅうどく","名詞",-0.302776
"24781","見失う","みうしなう","動詞",-0.302805
"24782","兵燹","へいせん","名詞",-0.302808
"24783","死毒","しどく","名詞",-0.302831
"24784","パージ","パージ","名詞",-0.302838
"24785","口碑","こうひ","名詞",-0.302848
"24786","農芸","のうげい","名詞",-0.302865
"24787","金雀児","エニシダ","名詞",-0.302875
"24788","戦犯","せんぱん","名詞",-0.302885
"24789","五障","ごしょう","名詞",-0.302913
"24790","形声","けいせい","名詞",-0.302923
"24791","霊感","れいかん","名詞",-0.302927
"24792","寝そべる","ねそべる","動詞",-0.302944
"24793","不如帰","ふじょき","名詞",-0.302964
"24794","付す","ふす","動詞",-0.302978
"24795","添削","てんさく","名詞",-0.302999
"24796","面汚し","つらよごし","名詞",-0.303
"24797","柊","ひいらぎ","名詞",-0.303016
"24798","極限","きょくげん","名詞",-0.303018
"24799","御朱印","ごしゅいん","名詞",-0.30304
"24800","内分泌","ないぶんぴつ","名詞",-0.303046
"24801","採取","さいしゅ","名詞",-0.303097
"24802","宮参り","みやまいり","名詞",-0.303109
"24803","停学","ていがく","名詞",-0.303111
"24804","思索","しさく","名詞",-0.303138
"24805","節織","ふしおり","名詞",-0.303147
"24806","早める","はやめる","動詞",-0.303153
"24807","花笠","はながさ","名詞",-0.303154
"24808","乱舞","らっぷ","名詞",-0.303165
"24809","伝声管","でんせいかん","名詞",-0.30317
"24810","汎愛","はんあい","名詞",-0.303172
"24811","火事場","かじば","名詞",-0.303205
"24812","切身","きりみ","名詞",-0.303219
"24813","受付","うけつけ","名詞",-0.303232
"24814","八百万","やお","名詞",-0.303235
"24815","打上げる","うちあげる","動詞",-0.303247
"24816","総会","そうかい","名詞",-0.303278
"24817","鈴","すず","名詞",-0.303288
"24818","マーキュロ","マーキュロ","名詞",-0.303309
"24819","有価証券","ゆうかしょうけん","名詞",-0.303329
"24820","筆遣い","ふでづかい","名詞",-0.303362
"24821","叙情","じょじょう","名詞",-0.303373
"24822","キー","キーノート","名詞",-0.303378
"24823","一越","ひとこし","名詞",-0.303392
"24824","集光器","しゅうこうき","名詞",-0.303399
"24825","千代紙","ちよがみ","名詞",-0.303422
"24826","産着","うぶぎ","名詞",-0.303449
"24827","情夫","じょうふ","名詞",-0.303455
"24828","列氏寒暖計","れっしかんだんけい","名詞",-0.303455
"24829","空前絶後","くうぜんぜつご","名詞",-0.303465
"24830","新内","しんない","名詞",-0.303477
"24831","星図","せいず","名詞",-0.30348
"24832","行火","あんか","名詞",-0.303493
"24833","砲門","ほうもん","名詞",-0.303504
"24834","建水","けんすい","名詞",-0.303517
"24835","脱肛","だっこう","名詞",-0.303525
"24836","禁色","きんじき","名詞",-0.303541
"24837","ゴルフ","ゴルフ","名詞",-0.303572
"24838","無筆","むひつ","名詞",-0.30359
"24839","前歯","まえば","名詞",-0.303613
"24840","針仕事","はりしごと","名詞",-0.303618
"24841","上弦","じょうげん","名詞",-0.303625
"24842","インフォームド　コンセント","インフォームド　コンセント","名詞",-0.303625
"24843","日参","にっさん","名詞",-0.303637
"24844","算式","さんしき","名詞",-0.303647
"24845","希ガス類","きガスるい","名詞",-0.303655
"24846","緯","い","名詞",-0.303656
"24847","保持","ほじ","名詞",-0.30367
"24848","表音","ひょうおん","名詞",-0.303671
"24849","隣合せ","となりあわせ","名詞",-0.303673
"24850","標高","ひょうこう","名詞",-0.303676
"24851","風物","ふうぶつ","名詞",-0.303681
"24852","義絶","ぎぜつ","名詞",-0.303697
"24853","寒剤","かんざい","名詞",-0.303709
"24854","流砂","りゅうしゃ","名詞",-0.30373
"24855","盆栽","ぼんさい","名詞",-0.303765
"24856","蒟蒻版","こんにゃくばん","名詞",-0.303766
"24857","化学繊維","かがくせんい","名詞",-0.3038
"24858","一心不乱","いっしんふらん","名詞",-0.303807
"24859","木取り","きどり","名詞",-0.303832
"24860","トン数","トンすう","名詞",-0.303842
"24861","俳画","はいが","名詞",-0.303844
"24862","円貨","えんか","名詞",-0.303864
"24863","紀伝","きでん","名詞",-0.303882
"24864","引菓子","ひきがし","名詞",-0.303886
"24865","主治医","しゅじい","名詞",-0.303892
"24866","ドル買","ドルかい","名詞",-0.303906
"24867","ポーカー","ポーカーフェース","名詞",-0.303918
"24868","謫所","たくしょ","名詞",-0.303956
"24869","極秘","ごくひ","名詞",-0.303988
"24870","雲散","うんさん","名詞",-0.304007
"24871","決済","けっさい","名詞",-0.304018
"24872","屯","たむろ","名詞",-0.304018
"24873","不宣","ふせん","名詞",-0.304023
"24874","勤め先","つとめさき","名詞",-0.304033
"24875","ハンスト","ハンスト","名詞",-0.304036
"24876","千草","ちぐさ","名詞",-0.304081
"24877","声変り","こえがわり","名詞",-0.304104
"24878","反別","たんべつ","名詞",-0.304119
"24879","遺跡","いせき","名詞",-0.304122
"24880","生揚","なまあげ","名詞",-0.304129
"24881","ローリング","ローリング","名詞",-0.304137
"24882","草相撲","くさずもう","名詞",-0.304146
"24883","返上","へんじょう","名詞",-0.304155
"24884","差益","さえき","名詞",-0.304163
"24885","差料","さしりょう","名詞",-0.304167
"24886","焼跡","やけあと","名詞",-0.304185
"24887","仮装","かそう","名詞",-0.304224
"24888","恩義","おんぎ","名詞",-0.304225
"24889","自粛","じしゅく","名詞",-0.304229
"24890","筋金","すじがね","名詞",-0.304231
"24891","えんか","えんかビニール","名詞",-0.304239
"24892","スカイライン","スカイライン","名詞",-0.304242
"24893","里謡","りよう","名詞",-0.304244
"24894","愛別離苦","あいべつりく","名詞",-0.304248
"24895","恩賜","おんし","名詞",-0.304252
"24896","秋口","あきぐち","名詞",-0.304269
"24897","健啖","けんたん","名詞",-0.304291
"24898","パーティー","パーティー","名詞",-0.304303
"24899","気","き","名詞",-0.304309
"24900","要港","ようこう","名詞",-0.304347
"24901","討匪","とうひ","名詞",-0.30438
"24902","刷本","すりほん","名詞",-0.304383
"24903","閑静","かんせい","名詞",-0.304403
"24904","ラリー","ラリー","名詞",-0.304421
"24905","緑地","りょくち","名詞",-0.304462
"24906","おかか","おかか","名詞",-0.304468
"24907","苦界","くがい","名詞",-0.304481
"24908","姫御前","ひめごぜ","名詞",-0.304508
"24909","下生え","したばえ","名詞",-0.304511
"24910","支隊","したい","名詞",-0.30454
"24911","マス","マスゲーム","名詞",-0.304561
"24912","内所","ないしょ","名詞",-0.304564
"24913","鶉","うずら","名詞",-0.304566
"24914","白樫","しらかし","名詞",-0.304569
"24915","孤塁","こるい","名詞",-0.304577
"24916","白衣","びゃくえ","名詞",-0.30458
"24917","振分け","ふりわけ","名詞",-0.304583
"24918","抵抗運動","ていこううんどう","名詞",-0.304596
"24919","複合語","ふくごうご","名詞",-0.304598
"24920","皇紀","こうき","名詞",-0.304615
"24921","延人員","のべじんいん","名詞",-0.304634
"24922","汀線","ていせん","名詞",-0.304642
"24923","内陸気候","ないりくきこう","名詞",-0.304662
"24924","あらあら","あらあらかしこ","名詞",-0.304662
"24925","影武者","かげむしゃ","名詞",-0.304666
"24926","常任","じょうにん","名詞",-0.304668
"24927","季冬","きとう","名詞",-0.30467
"24928","明","みょう","名詞",-0.304688
"24929","叱正","しっせい","名詞",-0.304709
"24930","三回忌","さんかいき","名詞",-0.304719
"24931","盛蕎麦","もりそば","名詞",-0.304725
"24932","差歯","さしば","名詞",-0.304726
"24933","トリウム","トリウム","名詞",-0.304753
"24934","クラフト","クラフト","名詞",-0.304755
"24935","エスカレーター","エスカレーター","名詞",-0.304763
"24936","余命","よめい","名詞",-0.304786
"24937","留置く","とめおく","動詞",-0.304808
"24938","暗闇","くらやみ","名詞",-0.304817
"24939","短銃","たんじゅう","名詞",-0.304834
"24940","己","つちのと","名詞",-0.304863
"24941","気違い","きちがい","名詞",-0.304885
"24942","獅子頭","ししがしら","名詞",-0.304904
"24943","一時","いちじ","名詞",-0.304912
"24944","洞が峠","ほらがとうげ","名詞",-0.304935
"24945","トレー","トレー","名詞",-0.304962
"24946","羽目板","はめいた","名詞",-0.304978
"24947","揉上げ","もみあげ","名詞",-0.30498
"24948","命婦","みょうぶ","名詞",-0.305001
"24949","薄肉","うすにく","名詞",-0.305002
"24950","写植","しゃしょく","名詞",-0.305008
"24951","低落","ていらく","名詞",-0.305019
"24952","征旅","せいりょ","名詞",-0.305073
"24953","再燃","さいねん","名詞",-0.305079
"24954","源氏車","げんじぐるま","名詞",-0.305082
"24955","女御","にょうご","名詞",-0.305149
"24956","世論","せろん","名詞",-0.305165
"24957","絵巻物","えまきもの","名詞",-0.305167
"24958","辰","しん","名詞",-0.30519
"24959","篆書","てんしょ","名詞",-0.305219
"24960","ぷすりと","ぷすりと","副詞",-0.305237
"24961","山巓","さんてん","名詞",-0.305282
"24962","ほんのり","ほんのり","副詞",-0.305283
"24963","不定称","ふていしょう","名詞",-0.305284
"24964","有段者","ゆうだんしゃ","名詞",-0.305284
"24965","アチドージス","アチドージス","名詞",-0.305299
"24966","朱","あけ","名詞",-0.3053
"24967","話柄","わへい","名詞",-0.305303
"24968","輸出入","ゆしゅつにゅう","名詞",-0.30532
"24969","入声","にっしょう","名詞",-0.305323
"24970","山越え","やまごえ","名詞",-0.305325
"24971","使節","しせつ","名詞",-0.305348
"24972","辞儀","じぎ","名詞",-0.305389
"24973","おじや","おじや","名詞",-0.305446
"24974","社債","しゃさい","名詞",-0.305478
"24975","後月","あとげつ","名詞",-0.305482
"24976","孟冬","もうとう","名詞",-0.305499
"24977","分母","ぶんぼ","名詞",-0.305504
"24978","七里結界","しちりけっかい","名詞",-0.30551
"24979","小揚","こあげ","名詞",-0.30554
"24980","護","ご","名詞",-0.305555
"24981","三角法","さんかくほう","名詞",-0.305577
"24982","ボーロ","ボーロ","名詞",-0.305582
"24983","際限","さいげん","名詞",-0.305595
"24984","名子","なご","名詞",-0.305606
"24985","古楽","こがく","名詞",-0.305607
"24986","ざわつく","ざわつく","動詞",-0.305615
"24987","鎌首","かまくび","名詞",-0.305629
"24988","共産党","きょうさんとう","名詞",-0.305634
"24989","芝刈","しばかり","名詞",-0.305651
"24990","基地","きち","名詞",-0.305654
"24991","不躾","ぶしつけ","名詞",-0.305655
"24992","ピーナッツ","ピーナッツ","名詞",-0.305677
"24993","直裁","ちょくさい","名詞",-0.305708
"24994","山水","さんすい","名詞",-0.305708
"24995","星霜","せいそう","名詞",-0.305712
"24996","シンバル","シンバル","名詞",-0.305715
"24997","光度","こうど","名詞",-0.305749
"24998","洗い髪","あらいがみ","名詞",-0.305753
"24999","御無沙汰","ごぶさた","名詞",-0.305788
"25000","侍童","じどう","名詞",-0.305795
"25001","開墾","かいこん","名詞",-0.305816
"25002","余類","よるい","名詞",-0.305819
"25003","伝道","でんどう","名詞",-0.305829
"25004","絵空事","えそらごと","名詞",-0.305847
"25005","橋杙","はしぐい","名詞",-0.305866
"25006","ふくらし粉","ふくらしこ","名詞",-0.305868
"25007","菌株","きんしゅ","名詞",-0.305876
"25008","座興","ざきょう","名詞",-0.305888
"25009","胆石","たんせき","名詞",-0.305912
"25010","搦手","からめて","名詞",-0.305917
"25011","唐音","とうおん","名詞",-0.305933
"25012","処方","しょほう","名詞",-0.305944
"25013","城代","じょうだい","名詞",-0.305955
"25014","プロローグ","プロローグ","名詞",-0.305971
"25015","ナイチンゲール","ナイチンゲール","名詞",-0.305973
"25016","紙型","しけい","名詞",-0.306002
"25017","外交辞令","がいこうじれい","名詞",-0.306002
"25018","タイム","タイムレコーダー","名詞",-0.306031
"25019","素養","そよう","名詞",-0.306031
"25020","水兵","すいへい","名詞",-0.306061
"25021","形式言語","けいしきげんご","名詞",-0.306063
"25022","法面","のりめん","名詞",-0.306068
"25023","微分","びぶん","名詞",-0.306083
"25024","法号","ほうごう","名詞",-0.306114
"25025","年金","ねんきん","名詞",-0.306126
"25026","質入れ","しちいれ","名詞",-0.306134
"25027","示威運動","じいうんどう","名詞",-0.306161
"25028","甑","こしき","名詞",-0.306174
"25029","哀歌","あいか","名詞",-0.3062
"25030","潜勢力","せんせいりょく","名詞",-0.306201
"25031","手管","てくだ","名詞",-0.306203
"25032","報道陣","ほうどうじん","名詞",-0.306212
"25033","数え歌","かぞえうた","名詞",-0.306218
"25034","茶道","さどう","名詞",-0.306223
"25035","有限責任","ゆうげんせきにん","名詞",-0.306274
"25036","肝試し","きもだめし","名詞",-0.306276
"25037","下略","げりゃく","名詞",-0.306279
"25038","諸氏","しょし","名詞",-0.306287
"25039","絵所","えどころ","名詞",-0.306303
"25040","陽子","ようし","名詞",-0.306304
"25041","バイク","バイク","名詞",-0.306332
"25042","夕焼け","ゆうやけ","名詞",-0.306352
"25043","副本","ふくほん","名詞",-0.306352
"25044","骨子","こっし","名詞",-0.306375
"25045","丁数","ちょうすう","名詞",-0.306378
"25046","晩婚","ばんこん","名詞",-0.306386
"25047","ペダル","ペダル","名詞",-0.306404
"25048","心術","しんじゅつ","名詞",-0.306432
"25049","戦前","せんぜん","名詞",-0.306443
"25050","近称","きんしょう","名詞",-0.306446
"25051","研削","けんさく","名詞",-0.306458
"25052","フットライト","フットライト","名詞",-0.306459
"25053","海水着","かいすいぎ","名詞",-0.306469
"25054","差遣","さけん","名詞",-0.306496
"25055","振り","ふり","名詞",-0.306503
"25056","黒土","くろつち","名詞",-0.306512
"25057","漁法","ぎょほう","名詞",-0.306517
"25058","未到","みとう","名詞",-0.30652
"25059","正本","せいほん","名詞",-0.306525
"25060","三色版","さんしょくばん","名詞",-0.306533
"25061","有無","うむ","名詞",-0.306546
"25062","否決","ひけつ","名詞",-0.306547
"25063","返却","へんきゃく","名詞",-0.306551
"25064","複眼","ふくがん","名詞",-0.306565
"25065","村","そん","名詞",-0.306575
"25066","ミセス","ミセス","名詞",-0.306602
"25067","中幅","ちゅうはば","名詞",-0.306622
"25068","臨海実験所","りんかいじっけんじょ","名詞",-0.306638
"25069","出合","であい","名詞",-0.306649
"25070","真症","しんしょう","名詞",-0.306657
"25071","ヒット","ヒット","名詞",-0.306673
"25072","立夏","りっか","名詞",-0.306674
"25073","里神楽","さとかぐら","名詞",-0.306696
"25074","理解","りかい","名詞",-0.306709
"25075","雑魚","ざこ","名詞",-0.306721
"25076","更ける","ふける","動詞",-0.306723
"25077","生長","せいちょう","名詞",-0.306738
"25078","入学","にゅうがく","名詞",-0.306739
"25079","ブック","ブック","名詞",-0.306748
"25080","ブランデー","ブランデー","名詞",-0.306756
"25081","寒垢離","かんごり","名詞",-0.306757
"25082","亡魂","ぼうこん","名詞",-0.306762
"25083","決込む","きめこむ","動詞",-0.306774
"25084","ストマイ","ストマイ","名詞",-0.306786
"25085","銃丸","じゅうがん","名詞",-0.306818
"25086","六指","むさし","名詞",-0.306825
"25087","硬筆","こうひつ","名詞",-0.306842
"25088","参内","さんだい","名詞",-0.306847
"25089","揃い","ぞろい","名詞",-0.306871
"25090","対局","たいきょく","名詞",-0.306901
"25091","働き蜂","はたらきばち","名詞",-0.306908
"25092","ダイヤル","ダイヤル","名詞",-0.306971
"25093","シネマ","シネマ","名詞",-0.306978
"25094","審判官","しんぱんかん","名詞",-0.306982
"25095","二重生活","にじゅうせいかつ","名詞",-0.306993
"25096","隠亡","おんぼう","名詞",-0.307005
"25097","グラウンド","グラウンド","名詞",-0.307024
"25098","ダンサー","ダンサー","名詞",-0.307029
"25099","皮膚呼吸","ひふこきゅう","名詞",-0.307029
"25100","腰羽目","こしばめ","名詞",-0.307041
"25101","解題","かいだい","名詞",-0.307055
